title,url,image_url,price,image_hash,company
"The Lost Art of Reading Nature's Signs: Use Outdoor Clues to Find Your Way, Predict the Weather, Locate Water, Track Animals—and Other Forgotten Skills",https://www.amazon.ca/Lost-Reading-Natures-Signs-Animals/dp/1615192417?dchild=1,https://m.media-amazon.com/images/I/914ZQIPOX6L._AC_UY218_.jpg,21.73,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",Amazon
Bob Ross Bobblehead: With Sound!,https://www.amazon.ca/Bob-Ross-Bobblehead-Sound/dp/0762490411?dchild=1,https://m.media-amazon.com/images/I/615SY61-25L._AC_UY218_.jpg,15.24,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",Amazon
The 7 Habits of Highly Effective People: 30th Anniversary Edition,https://www.amazon.ca/Habits-Highly-Effective-People-Powerful/dp/1982137274?dchild=1,https://m.media-amazon.com/images/I/81IZ-0zGEwL._AC_UY218_.jpg,21.71,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",Amazon
"Dungeons & Dragons Monster Manual (Core Rulebook, D&D Roleplaying Game)",https://www.amazon.ca/Dungeons-Dragons-Monster-Rulebook-Roleplaying/dp/0786965614?dchild=1,https://m.media-amazon.com/images/I/81o6y+xWj6L._AC_UY218_.jpg,56.55,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",Amazon
Jimmy Page: The Anthology,https://www.amazon.ca/Jimmy-Page-Anthology/dp/1905662610?dchild=1,https://m.media-amazon.com/images/I/81yb9xNWp2L._AC_UY218_.jpg,85.23,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1]",Amazon
Bright Baby Touch & Feel Merry Christmas,https://www.amazon.ca/Bright-Baby-Touch-Merry-Christmas/dp/031250652X?dchild=1,https://m.media-amazon.com/images/I/81M8dn2-8TL._AC_UY218_.jpg,4.95,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",Amazon
"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living",https://www.amazon.ca/Daily-Stoic-Meditations-Wisdom-Perseverance/dp/0735211736?dchild=1,https://m.media-amazon.com/images/I/71l+BjaWMmL._AC_UY218_.jpg,33.13,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",Amazon
Dog Man: The Cat Kid Collection (Books 4-6),https://www.amazon.ca/Dog-Man-Cat-Collection-Books/dp/1338602195?dchild=1,https://m.media-amazon.com/images/I/71FR6epPaNL._AC_UY218_.jpg,21.99,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",Amazon
The LSAT Trainer: A Remarkable Self-Study Guide For The Self-Driven Student,https://www.amazon.ca/LSAT-Trainer-Remarkable-Self-Study-Self-Driven/dp/0989081532?dchild=1,https://m.media-amazon.com/images/I/61cc6p+agIL._AC_UY218_.jpg,53.31,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]",Amazon
My Own Words,https://www.amazon.ca/Own-Words-Ruth-Bader-Ginsburg/dp/1501145258?dchild=1,https://m.media-amazon.com/images/I/81YhHqS1GCL._AC_UY218_.jpg,14.49,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Amazon
The Truth About Stacey (The Baby-Sitters Club Graphic Novel #2): A Graphix Book (Revised edition): Full-Color Edition,https://www.amazon.ca/Baby-Sitters-Club-Graphic-Novel-Stacey/dp/0545813891?dchild=1,https://m.media-amazon.com/images/I/91VfR2A2yEL._AC_UY218_.jpg,13.85,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",Amazon
One by One,https://www.amazon.ca/One-Ruth-Ware/dp/150119237X?dchild=1,https://m.media-amazon.com/images/I/81setl0dtwL._AC_UY218_.jpg,13.99,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",Amazon
Franklin Barbecue: A Meat-Smoking Manifesto [A Cookbook],https://www.amazon.ca/Franklin-Barbecue-Meat-Smoking-Manifesto-Aaron/dp/1607747200?dchild=1,https://m.media-amazon.com/images/I/A1qF4IPic3L._AC_UY218_.jpg,34.65,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0]",Amazon
La source (French Edition),https://www.amazon.ca/source-French-F%C3%A9lix-S%C3%A9guin-ebook/dp/B08M3V21Z7?dchild=1,https://m.media-amazon.com/images/I/81S9oeyjLhL._AC_UY218_.jpg,17.99,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",Amazon
"Learning Essentials Grade 1: Math, Reading, Writing, Three Books in One: Written by teachers in the Canadian Classroom",https://www.amazon.ca/Learning-Essentials-Grade-B-Ed-Whitlock/dp/1487601646?dchild=1,https://m.media-amazon.com/images/I/91Kf82RUBeL._AC_UY218_.jpg,8.69,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]",Amazon
The Darkest Dark: Glow-in-the-Dark Cover Edition,https://www.amazon.ca/Darkest-Dark-Glow-Dark-Cover/dp/0735264821?dchild=1,https://m.media-amazon.com/images/I/A1Tn902ZIhL._AC_UY218_.jpg,10.09,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Amazon
A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,https://www.amazon.ca/Beginners-Guide-Stock-Market-Everything/dp/1099617200?dchild=1,https://m.media-amazon.com/images/I/61Y1CosWCRL._AC_UY218_.jpg,9.15,"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",Amazon
Build Your Own Cupcake Sticker Activity Book,https://www.amazon.ca/Build-Your-Cupcake-Sticker-Activity/dp/048648243X?dchild=1,https://m.media-amazon.com/images/I/5179o5DwmTL._AC_UY218_.jpg,2.75,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1]",Amazon
Everything You Need to Ace Math in One Big Fat Notebook: The Complete Middle School Study Guide,https://www.amazon.ca/Everything-You-Need-Math-Notebook/dp/0761160965?dchild=1,https://m.media-amazon.com/images/I/91Ugqi9fpvL._AC_UY218_.jpg,11.99,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",Amazon
The Mysteries of the Universe: Discover the best-kept secrets of space,https://www.amazon.ca/Mysteries-Universe-Discover-best-kept-secrets/dp/1465499334?dchild=1,https://m.media-amazon.com/images/I/A1lsqA2maZL._AC_UY218_.jpg,19.92,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]",Amazon
Tom Ford,https://www.amazon.ca/Tom-Ford/dp/0847826694?dchild=1,https://m.media-amazon.com/images/I/31GdwKzUuFL._AC_UY218_.jpg,139.69,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]",Amazon
"Learning Essentials Kindergarten: Math, Reading, Writing, Three Books in One: Written by teachers in the Canadian Classroom",https://www.amazon.ca/Learning-Essentials-Kindergarten-Margaret-Hawkins/dp/1487601638?dchild=1,https://m.media-amazon.com/images/I/911b9BF81AL._AC_UY218_.jpg,8.43,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Amazon
Here We Are: Notes for Living on Planet Earth,https://www.amazon.ca/Here-We-Are-Living-Planet/dp/0008266166?dchild=1,https://m.media-amazon.com/images/I/71WsprVp1jL._AC_UY218_.jpg,13.49,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Amazon
"SuperLife: The 5 Simple Fixes That Will Make You Healthy, Fit, and Eternally Awesome",https://www.amazon.ca/SuperLife-Simple-Healthy-Eternally-Awesome/dp/0062297198?dchild=1,https://m.media-amazon.com/images/I/61lrHMAL+GL._AC_UY218_.jpg,19.09,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1]",Amazon
What the F*@# Should I Make for Dinner?: The Answers to Life s Everyday Question (in 50 F*@#ing Recipes),https://www.amazon.ca/What-Should-Make-Dinner-Everyday/dp/0762441771?dchild=1,https://m.media-amazon.com/images/I/61eJE8d7MZL._AC_UY218_.jpg,19.5,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",Amazon
"Soul Therapy: A 365 day journal for self exploration, healing and reflection",https://www.amazon.ca/Soul-Therapy-journal-exploration-reflection/dp/1987415132?dchild=1,https://m.media-amazon.com/images/I/41fHg1De+IL._AC_UY218_.jpg,25.19,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Amazon
"The Fight for History: 75 Years of Forgetting, Remembering, and Remaking Canada's Second World War",https://www.amazon.ca/Fight-History-Forgetting-Remembering-Remaking/dp/0735238332?dchild=1,https://m.media-amazon.com/images/I/81RntsTgdFL._AC_UY218_.jpg,25.0,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",Amazon
The Hobbit and The Lord of the Rings,https://www.amazon.ca/Hobbit-Lord-Rings-J-Tolkien/dp/0007525516?dchild=1,https://m.media-amazon.com/images/I/51trwkOEg9L._AC_UY218_.jpg,39.59,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",Amazon
Spilled Milk: Based on a true story,https://www.amazon.ca/Spilled-Milk-Based-true-story/dp/0615835600?dchild=1,https://m.media-amazon.com/images/I/61Y9WDSrDwL._AC_UY218_.jpg,15.91,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Amazon
Dr. Seuss Beginner Book Collection,https://www.amazon.ca/Dr-Seuss-Beginner-Book-Collection/dp/0375851569?dchild=1,https://m.media-amazon.com/images/I/81FxtWFGiiL._AC_UY218_.jpg,50.56,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",Amazon
First Little Readers Parent Pack Level E & F,https://www.amazon.ca/First-Little-Readers-Parent-Level/dp/1338256572?dchild=1,https://m.media-amazon.com/images/I/71GC4T7mAPL._AC_UY218_.jpg,23.31,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",Amazon
5-Minute Marvel Stories,https://www.amazon.ca/5-Minute-Marvel-Stories-Press-Group/dp/1368026672?dchild=1,https://m.media-amazon.com/images/I/91RQAT92dpL._AC_UY218_.jpg,16.82,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",Amazon
National Geographic Little Kids First Big Book of Space,https://www.amazon.ca/National-Geographic-Little-First-Space/dp/1426310145?dchild=1,https://m.media-amazon.com/images/I/81RiPmS829L._AC_UY218_.jpg,15.86,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Amazon
Batman: Bat Signal,https://www.amazon.ca/Batman-Bat-Signal-Danielle-Selber/dp/0762445262?dchild=1,https://m.media-amazon.com/images/I/61I66vZ5fLL._AC_UY218_.jpg,10.84,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]",Amazon
An Elephant & Piggie Biggie! Volume 3,https://www.amazon.ca/Elephant-Piggie-Biggie-3/dp/1368057152?dchild=1,https://m.media-amazon.com/images/I/51y3dEKM8oL._AC_UY218_.jpg,21.89,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",Amazon
Cracking the Coding Interview: 189 Programming Questions and Solutions,https://www.amazon.ca/Cracking-Coding-Interview-Programming-Questions/dp/0984782850?dchild=1,https://m.media-amazon.com/images/I/61mIq2iJUXL._AC_UY218_.jpg,46.87,"[1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0]",Amazon
The 48 Laws of Power,https://www.amazon.ca/48-Laws-Power-Robert-Greene/dp/0140280197?dchild=1,https://m.media-amazon.com/images/I/71951W96oWL._AC_UY218_.jpg,31.6,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Amazon
"The Manual to Manhood: How to Cook the Perfect Steak, Change a Tire, Impress a Girl & 97 Other Skills You Need to Survive",https://www.amazon.ca/Manual-Manhood-Perfect-Impress-Survive/dp/0800722299?dchild=1,https://m.media-amazon.com/images/I/719sLew5ebL._AC_UY218_.jpg,19.79,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",Amazon
No Rules Rules: Netflix and the Culture of Reinvention,https://www.amazon.ca/No-Rules-Netflix-Culture-Reinvention/dp/1984877860?dchild=1,https://m.media-amazon.com/images/I/81fId3THzXL._AC_UY218_.jpg,22.08,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Amazon
Bushcraft 101: A Field Guide to the Art of Wilderness Survival,https://www.amazon.ca/Bushcraft-101-Field-Wilderness-Survival/dp/1440579776?dchild=1,https://m.media-amazon.com/images/I/810jiZeE06L._AC_UY218_.jpg,22.09,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1]",Amazon
"Animals for Toddlers: A Toddler Coloring Book with Fun, Simple, and Educational Coloring Pages for Kids Ages 1-3",https://www.amazon.ca/Animals-Toddlers-Toddler-Coloring-Educational/dp/169364651X?dchild=1,https://m.media-amazon.com/images/I/81MMU9NAhEL._AC_UY218_.jpg,6.61,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",Amazon
Em,https://www.amazon.ca/Em-Kim-Th%C3%BAy/dp/2764813295?dchild=1,https://m.media-amazon.com/images/I/91Ahv1VHVBL._AC_UY218_.jpg,24.7,"[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",Amazon
The Pull of the Stars: A Novel,https://www.amazon.ca/Pull-Stars-Novel-Emma-Donoghue/dp/1443461784?dchild=1,https://m.media-amazon.com/images/I/71u7tzFCWVL._AC_UY218_.jpg,24.75,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1]",Amazon
"Learning to Trace: Children's Activity Book: Lines Shapes Letters Ages 3+: A Beginner Kids Tracing Workbook for Toddlers, Preschool, Pre-K & Kindergarten Boys & Girls",https://www.amazon.ca/Learning-Trace-Childrens-Preschool-Kindergarten/dp/1646080661?dchild=1,https://m.media-amazon.com/images/I/71S9NJY0XBL._AC_UY218_.jpg,7.99,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",Amazon
